distance_km,weather,day_of_week,time_of_day,train_type,delay_min,congestion,train_no
29.0,Rainy,Sunday,Late Night,Express,117.1,High,40083
29.0,Rainy,Saturday,Morning,Express,115.1,High,40083
29.0,Clear,Friday,Morning,Express,208.6,High,40084
29.0,Rainy,Friday,Morning,Express,0.0,Low,40084
29.0,Clear,Saturday,Night,Express,43.7,High,40084
29.0,Rainy,Tuesday,Night,Express,25.7,Medium,40085
29.0,Rainy,Tuesday,Night,Express,0.0,Low,40085
29.0,Rainy,Thursday,Afternoon,Express,45.1,High,40085
29.0,Rainy,Tuesday,Afternoon,Express,73.4,High,40086
29.0,Rainy,Friday,Evening,Express,124.0,High,40086
29.0,Clear,Tuesday,Morning,Express,160.7,High,40086
29.0,Rainy,Tuesday,Late Night,Express,53.3,High,40087
29.0,Clear,Sunday,Late Night,Express,69.0,High,40087
29.0,Clear,Sunday,Evening,Express,55.0,High,40087
29.0,Foggy,Monday,Morning,Express,237.0,High,40088
29.0,Foggy,Tuesday,Evening,Express,255.0,High,40088
29.0,Rainy,Monday,Afternoon,Express,87.9,High,40088
29.0,Foggy,Sunday,Morning,Express,0.0,Low,40089
29.0,Rainy,Sunday,Afternoon,Express,22.2,Medium,40089
29.0,Clear,Wednesday,Night,Express,42.3,High,40089
29.0,Clear,Thursday,Evening,Express,71.3,High,40090
29.0,Rainy,Friday,Night,Express,104.6,High,40090
29.0,Clear,Saturday,Morning,Express,98.6,High,40090
29.0,Clear,Wednesday,Late Night,Express,25.1,Medium,40091
29.0,Clear,Sunday,Late Night,Express,8.1,Low,40091
29.0,Clear,Wednesday,Afternoon,Express,51.8,High,40091
29.0,Foggy,Saturday,Late Night,Express,173.7,High,40092
29.0,Rainy,Sunday,Night,Express,116.3,High,40092
29.0,Rainy,Tuesday,Afternoon,Express,80.1,High,40092
29.0,Foggy,Saturday,Late Night,Express,121.2,High,40093
29.0,Clear,Friday,Evening,Express,31.9,Medium,40093
29.0,Rainy,Saturday,Night,Express,26.3,Medium,40093
29.0,Rainy,Sunday,Night,Express,7.8,Low,40094
29.0,Clear,Tuesday,Evening,Express,36.5,Medium,40094
29.0,Foggy,Sunday,Morning,Express,45.9,High,40094
29.0,Clear,Thursday,Afternoon,Express,93.0,High,40095
29.0,Clear,Thursday,Evening,Express,21.4,Medium,40095
29.0,Foggy,Thursday,Afternoon,Express,5.2,Low,40095
29.0,Rainy,Monday,Morning,Express,228.9,High,40096
29.0,Foggy,Tuesday,Afternoon,Express,27.5,Medium,40096
29.0,Foggy,Monday,Late Night,Express,51.4,High,40096
29.0,Foggy,Saturday,Morning,Express,156.7,High,40097
29.0,Foggy,Thursday,Morning,Express,0.0,Low,40097
29.0,Rainy,Thursday,Night,Express,118.7,High,40097
29.0,Clear,Wednesday,Evening,Express,73.6,High,40098
29.0,Clear,Friday,Night,Express,115.5,High,40098
29.0,Rainy,Sunday,Afternoon,Express,13.3,Low,40098
29.0,Foggy,Wednesday,Evening,Express,75.9,High,40099
29.0,Rainy,Saturday,Morning,Express,94.5,High,40099
29.0,Rainy,Saturday,Afternoon,Express,90.6,High,40099
1618.0,Clear,Thursday,Morning,Express,0.0,Low,401
1618.0,Foggy,Friday,Night,Express,133.5,High,401
1618.0,Clear,Saturday,Morning,Express,0.0,Low,401
29.0,Rainy,Wednesday,Night,Express,63.1,High,40100
29.0,Rainy,Tuesday,Late Night,Express,0.0,Low,40100
29.0,Foggy,Wednesday,Afternoon,Express,0.0,Low,40100
29.0,Clear,Thursday,Late Night,Express,52.9,High,40101
29.0,Foggy,Wednesday,Morning,Express,27.7,Medium,40101
29.0,Rainy,Saturday,Afternoon,Express,0.0,Low,40101
29.0,Foggy,Sunday,Late Night,Express,117.0,High,40102
29.0,Clear,Tuesday,Evening,Express,58.6,High,40102
29.0,Foggy,Friday,Night,Express,132.7,High,40102
29.0,Foggy,Wednesday,Afternoon,Express,46.0,High,40103
29.0,Rainy,Tuesday,Afternoon,Express,201.9,High,40103
29.0,Foggy,Tuesday,Morning,Express,22.8,Medium,40103
29.0,Clear,Thursday,Morning,Express,152.0,High,40104
29.0,Clear,Wednesday,Evening,Express,39.6,Medium,40104
29.0,Clear,Monday,Afternoon,Express,0.0,Low,40104
29.0,Clear,Thursday,Afternoon,Express,60.6,High,40105
29.0,Rainy,Sunday,Morning,Express,105.4,High,40105
29.0,Clear,Wednesday,Afternoon,Express,0.0,Low,40105
29.0,Rainy,Monday,Evening,Express,0.0,Low,40106
29.0,Foggy,Friday,Late Night,Express,50.2,High,40106
29.0,Rainy,Saturday,Afternoon,Express,97.4,High,40106
29.0,Rainy,Monday,Afternoon,Express,0.0,Low,40107
29.0,Clear,Wednesday,Afternoon,Express,78.2,High,40107
29.0,Clear,Monday,Evening,Express,20.4,Medium,40107
29.0,Rainy,Tuesday,Morning,Express,0.0,Low,40108
29.0,Clear,Wednesday,Afternoon,Express,73.7,High,40108
29.0,Clear,Thursday,Morning,Express,49.4,High,40108
29.0,Foggy,Wednesday,Morning,Express,176.5,High,40109
29.0,Rainy,Friday,Evening,Express,116.4,High,40109
29.0,Rainy,Sunday,Morning,Express,77.4,High,40109
29.0,Foggy,Saturday,Evening,Express,78.8,High,40110
29.0,Foggy,Wednesday,Morning,Express,114.6,High,40110
29.0,Clear,Saturday,Afternoon,Express,26.2,Medium,40110
29.0,Foggy,Wednesday,Evening,Express,1.7,Low,40111
29.0,Rainy,Monday,Evening,Express,111.4,High,40111
29.0,Clear,Friday,Late Night,Express,27.0,Medium,40111
29.0,Clear,Sunday,Evening,Express,53.1,High,40112
29.0,Rainy,Tuesday,Morning,Express,145.1,High,40112
29.0,Rainy,Friday,Afternoon,Express,56.2,High,40112
29.0,Clear,Sunday,Night,Express,39.0,Medium,40113
29.0,Foggy,Friday,Morning,Express,30.2,Medium,40113
29.0,Clear,Sunday,Afternoon,Express,63.6,High,40113
29.0,Foggy,Monday,Evening,Express,105.0,High,40114
29.0,Rainy,Saturday,Afternoon,Express,141.2,High,40114
29.0,Foggy,Friday,Evening,Express,30.0,Medium,40114
29.0,Rainy,Friday,Morning,Express,40.1,High,40115
29.0,Foggy,Monday,Night,Express,107.2,High,40115
29.0,Rainy,Sunday,Night,Express,69.2,High,40115
29.0,Rainy,Thursday,Evening,Express,0.0,Low,40116
29.0,Clear,Thursday,Night,Express,87.6,High,40116
29.0,Clear,Friday,Afternoon,Express,0.0,Low,40116
29.0,Foggy,Wednesday,Afternoon,Express,107.7,High,40117
29.0,Rainy,Monday,Afternoon,Express,0.0,Low,40117
29.0,Rainy,Saturday,Morning,Express,285.5,High,40117
29.0,Rainy,Sunday,Afternoon,Express,0.0,Low,40118
29.0,Clear,Saturday,Late Night,Express,80.6,High,40118
29.0,Rainy,Tuesday,Night,Express,40.6,High,40118
29.0,Rainy,Monday,Afternoon,Express,31.8,Medium,40119
29.0,Clear,Thursday,Night,Express,42.6,High,40119
29.0,Clear,Monday,Evening,Express,80.7,High,40119
29.0,Rainy,Monday,Afternoon,Express,0.0,Low,40120
29.0,Rainy,Friday,Late Night,Express,3.1,Low,40120
29.0,Foggy,Friday,Night,Express,115.8,High,40120
29.0,Rainy,Friday,Night,Express,0.0,Low,40121
29.0,Rainy,Monday,Night,Express,16.4,Medium,40121
29.0,Rainy,Saturday,Afternoon,Express,311.4,High,40121
29.0,Clear,Monday,Night,Express,0.0,Low,40122
29.0,Foggy,Saturday,Morning,Express,239.0,High,40122
29.0,Foggy,Monday,Morning,Express,26.8,Medium,40122
29.0,Clear,Wednesday,Morning,Express,73.0,High,40123
29.0,Rainy,Sunday,Morning,Express,135.5,High,40123
29.0,Clear,Friday,Afternoon,Express,105.7,High,40123
29.0,Clear,Sunday,Night,Express,29.6,Medium,40124
29.0,Foggy,Friday,Late Night,Express,169.2,High,40124
29.0,Foggy,Friday,Morning,Express,31.3,Medium,40124
29.0,Foggy,Monday,Afternoon,Express,79.2,High,40125
29.0,Rainy,Saturday,Night,Express,80.2,High,40125
29.0,Clear,Tuesday,Night,Express,0.0,Low,40125
29.0,Foggy,Monday,Late Night,Express,29.5,Medium,40126
29.0,Rainy,Thursday,Late Night,Express,45.3,High,40126
29.0,Foggy,Saturday,Late Night,Express,28.2,Medium,40126
29.0,Rainy,Friday,Morning,Express,318.4,High,40127
29.0,Foggy,Thursday,Evening,Express,3.1,Low,40127
29.0,Foggy,Wednesday,Morning,Express,173.4,High,40127
29.0,Foggy,Saturday,Morning,Express,204.6,High,40128
29.0,Foggy,Wednesday,Night,Express,50.3,High,40128
29.0,Rainy,Friday,Late Night,Express,0.5,Low,40128
29.0,Clear,Thursday,Night,Express,4.3,Low,40129
29.0,Clear,Monday,Late Night,Express,11.2,Low,40129
29.0,Clear,Tuesday,Night,Express,0.0,Low,40129
29.0,Foggy,Tuesday,Night,Express,0.0,Low,40130
29.0,Clear,Monday,Late Night,Express,0.0,Low,40130
29.0,Foggy,Thursday,Evening,Express,190.3,High,40130
29.0,Clear,Thursday,Afternoon,Express,66.7,High,40131
29.0,Clear,Thursday,Evening,Express,89.0,High,40131
29.0,Rainy,Thursday,Morning,Express,118.9,High,40131
29.0,Foggy,Saturday,Afternoon,Express,94.7,High,40132
29.0,Foggy,Friday,Morning,Express,256.3,High,40132
29.0,Clear,Sunday,Morning,Express,16.7,Medium,40132
29.0,Rainy,Thursday,Late Night,Express,42.9,High,40133
29.0,Foggy,Friday,Late Night,Express,95.8,High,40133
29.0,Foggy,Wednesday,Late Night,Express,0.0,Low,40133
29.0,Clear,Wednesday,Evening,Express,193.4,High,40134
29.0,Rainy,Friday,Late Night,Express,46.7,High,40134
29.0,Clear,Thursday,Night,Express,40.9,High,40134
29.0,Clear,Thursday,Evening,Express,114.2,High,40135
29.0,Rainy,Friday,Evening,Express,158.6,High,40135
29.0,Clear,Thursday,Night,Express,36.7,Medium,40135
29.0,Foggy,Saturday,Late Night,Express,64.0,High,40136
29.0,Rainy,Wednesday,Night,Express,0.0,Low,40136
29.0,Clear,Wednesday,Late Night,Express,9.0,Low,40136
29.0,Rainy,Monday,Morning,Express,113.1,High,40137
29.0,Rainy,Wednesday,Evening,Express,89.9,High,40137
29.0,Rainy,Wednesday,Morning,Express,154.8,High,40137
29.0,Foggy,Sunday,Late Night,Express,41.2,High,40138
29.0,Rainy,Tuesday,Night,Express,0.0,Low,40138
29.0,Rainy,Sunday,Afternoon,Express,131.7,High,40138
29.0,Clear,Monday,Late Night,Express,72.2,High,40139
29.0,Foggy,Tuesday,Night,Express,103.6,High,40139
29.0,Foggy,Monday,Afternoon,Express,50.8,High,40139
29.0,Foggy,Tuesday,Morning,Express,162.0,High,40140
29.0,Rainy,Sunday,Late Night,Express,205.4,High,40140
29.0,Rainy,Wednesday,Night,Express,50.6,High,40140
29.0,Clear,Sunday,Afternoon,Express,0.0,Low,40141
29.0,Rainy,Thursday,Night,Express,16.2,Medium,40141
29.0,Clear,Saturday,Morning,Express,110.8,High,40141
29.0,Clear,Thursday,Morning,Express,0.0,Low,40142
29.0,Rainy,Thursday,Late Night,Express,45.7,High,40142
29.0,Clear,Sunday,Late Night,Express,42.8,High,40142
29.0,Clear,Monday,Night,Express,96.8,High,40143
29.0,Rainy,Friday,Evening,Express,193.7,High,40143
29.0,Rainy,Monday,Afternoon,Express,108.7,High,40143
29.0,Clear,Wednesday,Afternoon,Express,0.0,Low,40144
29.0,Foggy,Tuesday,Morning,Express,151.6,High,40144
29.0,Rainy,Wednesday,Evening,Express,107.8,High,40144
29.0,Rainy,Saturday,Morning,Express,116.9,High,40145
29.0,Clear,Wednesday,Evening,Express,0.0,Low,40145
29.0,Foggy,Friday,Morning,Express,10.8,Low,40145
29.0,Foggy,Saturday,Morning,Express,0.0,Low,40146
29.0,Foggy,Friday,Late Night,Express,0.0,Low,40146
29.0,Clear,Sunday,Late Night,Express,29.7,Medium,40146
29.0,Rainy,Saturday,Night,Express,5.5,Low,40147
29.0,Rainy,Friday,Afternoon,Express,258.5,High,40147
29.0,Foggy,Tuesday,Night,Express,41.3,High,40147
29.0,Rainy,Monday,Night,Express,122.0,High,40148
29.0,Rainy,Monday,Afternoon,Express,0.0,Low,40148
29.0,Clear,Tuesday,Evening,Express,16.8,Medium,40148
29.0,Foggy,Sunday,Afternoon,Express,75.7,High,40150
29.0,Foggy,Monday,Morning,Express,0.0,Low,40150
29.0,Clear,Monday,Late Night,Express,14.1,Low,40150
29.0,Rainy,Wednesday,Afternoon,Express,37.3,Medium,40151
29.0,Clear,Wednesday,Late Night,Express,18.2,Medium,40151
29.0,Foggy,Monday,Afternoon,Express,195.0,High,40151
29.0,Rainy,Monday,Evening,Express,94.0,High,40152
29.0,Rainy,Friday,Late Night,Express,70.0,High,40152
29.0,Foggy,Wednesday,Night,Express,82.7,High,40152
29.0,Rainy,Sunday,Night,Express,91.3,High,40153
29.0,Rainy,Friday,Afternoon,Express,58.5,High,40153
29.0,Foggy,Saturday,Night,Express,45.3,High,40153
29.0,Clear,Monday,Evening,Express,55.8,High,40154
29.0,Foggy,Sunday,Late Night,Express,110.8,High,40154
29.0,Rainy,Tuesday,Afternoon,Express,113.7,High,40154
29.0,Rainy,Thursday,Afternoon,Express,39.7,Medium,40155
29.0,Rainy,Monday,Night,Express,92.4,High,40155
29.0,Clear,Tuesday,Afternoon,Express,27.6,Medium,40155
29.0,Clear,Tuesday,Morning,Express,47.9,High,40156
29.0,Clear,Monday,Evening,Express,21.5,Medium,40156
29.0,Rainy,Saturday,Night,Express,49.6,High,40156
29.0,Rainy,Sunday,Night,Express,136.0,High,40157
29.0,Clear,Wednesday,Afternoon,Express,39.3,Medium,40157
29.0,Clear,Friday,Evening,Express,64.0,High,40157
29.0,Foggy,Sunday,Morning,Express,0.0,Low,40158
29.0,Rainy,Friday,Morning,Express,54.3,High,40158
29.0,Foggy,Sunday,Afternoon,Express,49.4,High,40158
29.0,Foggy,Wednesday,Morning,Express,3.9,Low,40301
29.0,Clear,Thursday,Night,Express,36.0,Medium,40301
29.0,Rainy,Saturday,Morning,Express,46.1,High,40301
29.0,Foggy,Sunday,Morning,Express,96.7,High,40302
29.0,Clear,Friday,Afternoon,Express,52.6,High,40302
29.0,Clear,Friday,Night,Express,0.0,Low,40302
29.0,Foggy,Sunday,Evening,Express,44.5,High,40303
29.0,Rainy,Saturday,Night,Express,68.2,High,40303
29.0,Foggy,Friday,Morning,Express,226.0,High,40303
29.0,Foggy,Sunday,Night,Express,79.4,High,40304
29.0,Clear,Monday,Night,Express,8.6,Low,40304
29.0,Rainy,Thursday,Afternoon,Express,79.6,High,40304
29.0,Rainy,Wednesday,Late Night,Express,102.7,High,40305
29.0,Foggy,Wednesday,Evening,Express,139.6,High,40305
29.0,Rainy,Monday,Afternoon,Express,88.9,High,40305
29.0,Clear,Sunday,Afternoon,Express,77.9,High,40306
29.0,Rainy,Tuesday,Late Night,Express,92.1,High,40306
29.0,Rainy,Friday,Late Night,Express,100.8,High,40306
29.0,Rainy,Saturday,Afternoon,Express,114.7,High,40307
29.0,Clear,Sunday,Afternoon,Express,94.6,High,40307
29.0,Rainy,Thursday,Afternoon,Express,0.0,Low,40307
29.0,Clear,Wednesday,Evening,Express,0.0,Low,40308
29.0,Clear,Monday,Afternoon,Express,46.1,High,40308
29.0,Clear,Monday,Late Night,Express,29.5,Medium,40308
29.0,Foggy,Thursday,Afternoon,Express,23.6,Medium,40309
29.0,Foggy,Saturday,Night,Express,139.1,High,40309
29.0,Foggy,Wednesday,Morning,Express,0.0,Low,40309
29.0,Clear,Sunday,Late Night,Express,11.6,Low,40310
29.0,Clear,Thursday,Late Night,Express,12.2,Low,40310
29.0,Clear,Monday,Night,Express,0.0,Low,40310
29.0,Clear,Thursday,Evening,Express,126.9,High,40311
29.0,Clear,Friday,Late Night,Express,0.0,Low,40311
29.0,Foggy,Sunday,Morning,Express,29.0,Medium,40311
29.0,Clear,Sunday,Late Night,Express,60.8,High,40312
29.0,Foggy,Saturday,Afternoon,Express,138.3,High,40312
29.0,Rainy,Saturday,Night,Express,0.0,Low,40312
29.0,Foggy,Tuesday,Late Night,Express,70.8,High,40313
29.0,Rainy,Thursday,Night,Express,65.5,High,40313
29.0,Foggy,Saturday,Late Night,Express,204.1,High,40313
29.0,Clear,Monday,Evening,Express,68.5,High,40314
29.0,Clear,Wednesday,Afternoon,Express,29.8,Medium,40314
29.0,Clear,Monday,Evening,Express,1.0,Low,40314
29.0,Clear,Friday,Morning,Express,9.0,Low,40315
29.0,Clear,Sunday,Morning,Express,3.1,Low,40315
29.0,Foggy,Wednesday,Morning,Express,189.6,High,40315
29.0,Clear,Monday,Evening,Express,47.8,High,40316
29.0,Foggy,Tuesday,Afternoon,Express,93.5,High,40316
29.0,Rainy,Thursday,Morning,Express,194.1,High,40316
29.0,Foggy,Wednesday,Morning,Express,0.0,Low,40317
29.0,Rainy,Monday,Night,Express,121.1,High,40317
29.0,Foggy,Thursday,Evening,Express,79.7,High,40317
29.0,Clear,Saturday,Late Night,Express,52.1,High,40318
29.0,Rainy,Sunday,Morning,Express,4.1,Low,40318
29.0,Rainy,Monday,Night,Express,6.7,Low,40318
29.0,Rainy,Thursday,Late Night,Express,59.7,High,40319
29.0,Foggy,Monday,Afternoon,Express,232.8,High,40319
29.0,Clear,Monday,Afternoon,Express,83.8,High,40319
29.0,Rainy,Sunday,Evening,Express,175.1,High,40320
29.0,Rainy,Wednesday,Evening,Express,46.6,High,40320
29.0,Rainy,Sunday,Afternoon,Express,18.7,Medium,40320
29.0,Clear,Wednesday,Night,Express,3.4,Low,40321
29.0,Foggy,Friday,Night,Express,29.4,Medium,40321
29.0,Rainy,Thursday,Morning,Express,0.0,Low,40321
29.0,Foggy,Monday,Evening,Express,12.9,Low,40322
29.0,Clear,Sunday,Afternoon,Express,15.3,Medium,40322
29.0,Rainy,Wednesday,Evening,Express,47.7,High,40322
29.0,Foggy,Friday,Late Night,Express,59.5,High,40323
29.0,Foggy,Monday,Night,Express,79.5,High,40323
29.0,Foggy,Tuesday,Afternoon,Express,55.8,High,40323
29.0,Foggy,Saturday,Morning,Express,34.7,Medium,40324
29.0,Clear,Saturday,Night,Express,0.0,Low,40324
29.0,Foggy,Monday,Evening,Express,25.7,Medium,40324
29.0,Clear,Wednesday,Night,Express,0.0,Low,40325
29.0,Clear,Sunday,Morning,Express,84.9,High,40325
29.0,Rainy,Tuesday,Morning,Express,131.8,High,40325
29.0,Clear,Sunday,Night,Express,79.5,High,40326
29.0,Rainy,Tuesday,Evening,Express,111.3,High,40326
29.0,Clear,Monday,Late Night,Express,23.2,Medium,40326
29.0,Rainy,Thursday,Night,Express,19.9,Medium,40327
29.0,Clear,Saturday,Morning,Express,9.4,Low,40327
29.0,Clear,Monday,Morning,Express,0.0,Low,40327
29.0,Foggy,Thursday,Late Night,Express,93.3,High,40328
29.0,Foggy,Wednesday,Evening,Express,54.6,High,40328
29.0,Rainy,Tuesday,Morning,Express,0.0,Low,40328
29.0,Rainy,Thursday,Afternoon,Express,3.0,Low,40329
29.0,Clear,Wednesday,Night,Express,0.3,Low,40329
29.0,Clear,Wednesday,Morning,Express,48.4,High,40329
29.0,Rainy,Friday,Evening,Express,172.2,High,40330
29.0,Rainy,Friday,Night,Express,35.0,Medium,40330
29.0,Rainy,Thursday,Late Night,Express,0.0,Low,40330
29.0,Foggy,Sunday,Late Night,Express,37.4,Medium,40331
29.0,Foggy,Wednesday,Late Night,Express,32.7,Medium,40331
29.0,Foggy,Friday,Evening,Express,65.8,High,40331
29.0,Clear,Monday,Night,Express,9.9,Low,40332
29.0,Foggy,Thursday,Afternoon,Express,78.0,High,40332
29.0,Clear,Monday,Morning,Express,54.6,High,40332
29.0,Rainy,Monday,Night,Express,47.8,High,40333
29.0,Clear,Thursday,Night,Express,51.7,High,40333
29.0,Clear,Wednesday,Night,Express,16.3,Medium,40333
29.0,Foggy,Friday,Evening,Express,39.3,Medium,40334
29.0,Clear,Sunday,Afternoon,Express,109.8,High,40334
29.0,Clear,Friday,Night,Express,68.1,High,40334
29.0,Clear,Monday,Morning,Express,98.8,High,40335
29.0,Rainy,Friday,Morning,Express,201.7,High,40335
29.0,Foggy,Sunday,Night,Express,98.2,High,40335
29.0,Clear,Wednesday,Morning,Express,95.1,High,40336
29.0,Foggy,Tuesday,Morning,Express,0.0,Low,40336
29.0,Clear,Wednesday,Evening,Express,52.6,High,40336
29.0,Rainy,Sunday,Morning,Express,61.4,High,40337
29.0,Rainy,Sunday,Evening,Express,208.8,High,40337
29.0,Foggy,Thursday,Night,Express,115.9,High,40337
29.0,Rainy,Tuesday,Afternoon,Express,13.9,Low,40338
29.0,Clear,Wednesday,Late Night,Express,35.4,Medium,40338
29.0,Foggy,Saturday,Late Night,Express,66.3,High,40338
29.0,Rainy,Wednesday,Evening,Express,90.6,High,40339
29.0,Clear,Friday,Afternoon,Express,0.0,Low,40339
29.0,Clear,Sunday,Night,Express,54.1,High,40339
29.0,Foggy,Sunday,Morning,Express,65.5,High,40340
29.0,Clear,Wednesday,Afternoon,Express,47.0,High,40340
29.0,Clear,Sunday,Morning,Express,9.5,Low,40340
29.0,Clear,Friday,Evening,Express,18.4,Medium,40341
29.0,Foggy,Friday,Late Night,Express,121.1,High,40341
29.0,Clear,Saturday,Night,Express,0.0,Low,40341
29.0,Rainy,Tuesday,Evening,Express,0.0,Low,40342
29.0,Foggy,Saturday,Night,Express,67.4,High,40342
29.0,Clear,Thursday,Late Night,Express,3.2,Low,40342
29.0,Foggy,Tuesday,Night,Express,0.0,Low,40343
29.0,Clear,Tuesday,Night,Express,35.8,Medium,40343
29.0,Foggy,Sunday,Evening,Express,0.0,Low,40343
29.0,Rainy,Wednesday,Afternoon,Express,0.0,Low,40344
29.0,Foggy,Saturday,Night,Express,239.6,High,40344
29.0,Foggy,Tuesday,Afternoon,Express,86.6,High,40344
29.0,Foggy,Sunday,Late Night,Express,7.0,Low,40345
29.0,Rainy,Thursday,Late Night,Express,56.6,High,40345
29.0,Rainy,Sunday,Afternoon,Express,98.3,High,40345
29.0,Foggy,Sunday,Afternoon,Express,145.7,High,40346
29.0,Rainy,Friday,Night,Express,49.7,High,40346
29.0,Rainy,Wednesday,Morning,Express,136.7,High,40346
29.0,Foggy,Tuesday,Morning,Express,0.0,Low,40347
29.0,Rainy,Tuesday,Late Night,Express,0.0,Low,40347
29.0,Clear,Friday,Night,Express,49.3,High,40347
29.0,Rainy,Monday,Night,Express,67.8,High,40348
29.0,Rainy,Wednesday,Morning,Express,0.0,Low,40348
29.0,Rainy,Saturday,Late Night,Express,63.2,High,40348
29.0,Clear,Sunday,Night,Express,11.0,Low,40349
29.0,Clear,Thursday,Evening,Express,32.0,Medium,40349
29.0,Foggy,Monday,Afternoon,Express,135.7,High,40349
29.0,Foggy,Thursday,Morning,Express,165.6,High,40350
29.0,Clear,Monday,Evening,Express,0.0,Low,40350
29.0,Rainy,Friday,Late Night,Express,0.0,Low,40350
29.0,Foggy,Wednesday,Afternoon,Express,30.1,Medium,40351
29.0,Rainy,Wednesday,Night,Express,43.4,High,40351
29.0,Rainy,Sunday,Afternoon,Express,14.8,Low,40351
29.0,Foggy,Saturday,Late Night,Express,121.9,High,40352
29.0,Foggy,Monday,Night,Express,78.6,High,40352
29.0,Clear,Saturday,Evening,Express,87.3,High,40352
29.0,Foggy,Wednesday,Evening,Express,0.0,Low,40353
29.0,Rainy,Sunday,Morning,Express,181.0,High,40353
29.0,Clear,Saturday,Late Night,Express,0.0,Low,40353
29.0,Clear,Saturday,Evening,Express,116.5,High,40354
29.0,Clear,Saturday,Night,Express,92.5,High,40354
29.0,Clear,Thursday,Late Night,Express,13.8,Low,40354
29.0,Rainy,Tuesday,Late Night,Express,85.4,High,40355
29.0,Rainy,Tuesday,Evening,Express,55.4,High,40355
29.0,Foggy,Wednesday,Morning,Express,79.1,High,40355
29.0,Clear,Tuesday,Late Night,Express,34.5,Medium,40356
29.0,Rainy,Monday,Morning,Express,330.0,High,40356
29.0,Clear,Sunday,Morning,Express,140.5,High,40356
29.0,Clear,Monday,Morning,Express,91.5,High,40357
29.0,Rainy,Monday,Night,Express,0.0,Low,40357
29.0,Rainy,Sunday,Morning,Express,90.3,High,40357
29.0,Foggy,Tuesday,Night,Express,3.6,Low,40358
29.0,Foggy,Sunday,Evening,Express,158.7,High,40358
29.0,Rainy,Saturday,Late Night,Express,56.5,High,40358
29.0,Foggy,Tuesday,Morning,Express,0.0,Low,40359
29.0,Clear,Monday,Afternoon,Express,42.7,High,40359
29.0,Clear,Friday,Late Night,Express,0.9,Low,40359
29.0,Clear,Friday,Afternoon,Express,54.1,High,40360
29.0,Rainy,Sunday,Night,Express,1.0,Low,40360
29.0,Foggy,Monday,Late Night,Express,45.1,High,40360
29.0,Foggy,Sunday,Late Night,Express,88.7,High,40361
29.0,Rainy,Tuesday,Night,Express,42.0,High,40361
29.0,Clear,Monday,Afternoon,Express,21.6,Medium,40361
29.0,Clear,Saturday,Evening,Express,73.5,High,40362
29.0,Rainy,Monday,Late Night,Express,68.8,High,40362
29.0,Rainy,Saturday,Night,Express,0.0,Low,40362
29.0,Clear,Sunday,Night,Express,49.8,High,40363
29.0,Rainy,Saturday,Evening,Express,209.3,High,40363
29.0,Rainy,Friday,Morning,Express,139.1,High,40363
29.0,Clear,Monday,Afternoon,Express,41.6,High,40364
29.0,Foggy,Tuesday,Late Night,Express,68.8,High,40364
29.0,Clear,Thursday,Morning,Express,77.0,High,40364
29.0,Clear,Friday,Morning,Express,111.7,High,40365
29.0,Foggy,Sunday,Night,Express,0.0,Low,40365
29.0,Rainy,Thursday,Morning,Express,0.0,Low,40365
29.0,Rainy,Saturday,Morning,Express,194.4,High,40366
29.0,Foggy,Sunday,Afternoon,Express,0.0,Low,40366
29.0,Clear,Tuesday,Afternoon,Express,51.8,High,40366
29.0,Rainy,Sunday,Evening,Express,42.8,High,40367
29.0,Clear,Friday,Night,Express,0.0,Low,40367
29.0,Clear,Friday,Night,Express,58.1,High,40367
29.0,Clear,Saturday,Evening,Express,73.4,High,40368
29.0,Foggy,Monday,Late Night,Express,149.3,High,40368
29.0,Rainy,Thursday,Night,Express,14.1,Low,40368
29.0,Rainy,Sunday,Morning,Express,205.2,High,40369
29.0,Clear,Tuesday,Afternoon,Express,49.8,High,40369
29.0,Foggy,Saturday,Morning,Express,25.3,Medium,40369
29.0,Foggy,Saturday,Afternoon,Express,152.2,High,40370
29.0,Clear,Tuesday,Evening,Express,70.2,High,40370
29.0,Foggy,Saturday,Afternoon,Express,82.8,High,40370
29.0,Rainy,Monday,Night,Express,64.2,High,40371
29.0,Clear,Friday,Night,Express,13.2,Low,40371
29.0,Clear,Friday,Night,Express,2.3,Low,40371
29.0,Rainy,Sunday,Late Night,Express,78.0,High,40372
29.0,Foggy,Wednesday,Late Night,Express,29.6,Medium,40372
29.0,Clear,Wednesday,Afternoon,Express,32.3,Medium,40372
29.0,Clear,Thursday,Late Night,Express,36.1,Medium,40373
29.0,Rainy,Wednesday,Evening,Express,77.7,High,40373
29.0,Foggy,Wednesday,Late Night,Express,0.0,Low,40373
29.0,Clear,Sunday,Night,Express,94.7,High,40374
29.0,Foggy,Thursday,Late Night,Express,49.8,High,40374
29.0,Foggy,Sunday,Morning,Express,68.1,High,40374
29.0,Clear,Wednesday,Morning,Express,68.9,High,40375
29.0,Clear,Monday,Afternoon,Express,49.6,High,40375
29.0,Rainy,Monday,Evening,Express,123.1,High,40375
29.0,Foggy,Monday,Late Night,Express,70.6,High,40376
29.0,Rainy,Thursday,Late Night,Express,69.7,High,40376
29.0,Rainy,Sunday,Morning,Express,197.3,High,40376
29.0,Rainy,Saturday,Evening,Express,167.9,High,40377
29.0,Rainy,Saturday,Late Night,Express,39.8,Medium,40377
